Date,HT,AT,HS,AS
17/3/2018,Everton,Universidad de Chile,0,1
17/3/2018,Curicó,Audax Italiano,3,0
18/3/2018,Universidad de Concepcion,Colo Colo,2,1
18/3/2018,San Luis,Iquique,0,0
18/3/2018,Antofagasta,O'Higgins,3,2
18/3/2018,Universidad Catolica,Unión Española,3,1
19/3/2018,Huachipato,Union Calera,2,0
30/3/2018,Audax Italiano,Universidad de Chile,2,3
31/3/2018,Colo Colo,Universidad Catolica,1,0
31/3/2018,Huachipato,Everton,2,0
31/3/2018,O'Higgins,San Luis,4,0
31/3/2018,Curicó,Temuco,1,1
1/4/2018,Iquique,Universidad de Concepcion,1,3
1/4/2018,Palestino,Antofagasta,1,1
1/4/2018,Union Calera,Unión Española,1,0
6/4/2018,Temuco,Iquique,0,4
7/4/2018,Everton,Union Calera,1,3
7/4/2018,Antofagasta,Huachipato,0,4
7/4/2018,Universidad de Chile,Curicó,2,1
7/4/2018,Universidad de Concepcion,Audax Italiano,1,0
8/4/2018,San Luis,Colo Colo,1,0
8/4/2018,Universidad Catolica,Palestino,2,1
8/4/2018,Unión Española,O'Higgins,2,0
13/4/2018,Union Calera,Universidad de Concepcion,1,3
14/4/2018,Palestino,Everton,2,1
14/4/2018,O'Higgins,Universidad Catolica,0,1
14/4/2018,Huachipato,Temuco,0,0
14/4/2018,Curicó,Antofagasta,3,4
15/4/2018,Universidad de Chile,Colo Colo,1,3
15/4/2018,Iquique,Unión Española,0,1
15/4/2018,Audax Italiano,San Luis,1,1
20/4/2018,Unión Española,Huachipato,2,1
21/4/2018,Iquique,Palestino,2,1
21/4/2018,Colo Colo,Temuco,2,0
21/4/2018,Universidad de Concepcion,Everton,2,0
22/4/2018,O'Higgins,Curicó,2,2
22/4/2018,Union Calera,Universidad de Chile,6,1
22/4/2018,Universidad Catolica,Audax Italiano,1,0
22/4/2018,Antofagasta,San Luis,1,0
28/4/2018,Curicó,Colo Colo,0,0
28/4/2018,Huachipato,Iquique,2,2
28/4/2018,Everton,Unión Española,1,1
28/4/2018,Audax Italiano,Antofagasta,0,0
29/4/2018,Palestino,O'Higgins,2,3
29/4/2018,Temuco,Union Calera,0,2
29/4/2018,Universidad de Chile,Universidad de Concepcion,1,2
29/4/2018,San Luis,Universidad Catolica,1,1
4/5/2018,Unión Española,San Luis,4,0
5/5/2018,Iquique,Curicó,2,2
5/5/2018,Antofagasta,Temuco,3,2
5/5/2018,Union Calera,Audax Italiano,1,0
5/5/2018,Universidad Catolica,Huachipato,3,1
6/5/2018,O'Higgins,Universidad de Chile,0,1
6/5/2018,Palestino,Universidad de Concepcion,1,2
6/5/2018,Colo Colo,Everton,3,1
11/5/2018,Colo Colo,Iquique,0,0
12/5/2018,San Luis,Union Calera,1,2
12/5/2018,Huachipato,Palestino,1,1
12/5/2018,Everton,Curicó,1,1
13/5/2018,Universidad Catolica,Universidad de Chile,1,1
13/5/2018,Temuco,Unión Española,2,0
13/5/2018,Audax Italiano,O'Higgins,1,2
13/5/2018,Universidad de Concepcion,Antofagasta,3,2
18/5/2018,Universidad de Chile,Palestino,1,2
19/5/2018,Iquique,Audax Italiano,1,1
19/5/2018,Union Calera,O'Higgins,4,0
19/5/2018,Unión Española,Colo Colo,3,2
20/5/2018,Antofagasta,Everton,3,2
20/5/2018,Universidad de Concepcion,Universidad Catolica,0,0
20/5/2018,Curicó,Huachipato,2,1
21/5/2018,Temuco,San Luis,2,2
26/5/2018,San Luis,Universidad de Concepcion,0,3
26/5/2018,Huachipato,Universidad de Chile,0,1
26/5/2018,O'Higgins,Iquique,2,1
26/5/2018,Universidad Catolica,Antofagasta,0,0
27/5/2018,Palestino,Curicó,2,1
27/5/2018,Everton,Temuco,2,2
27/5/2018,Audax Italiano,Unión Española,1,1
28/5/2018,Colo Colo,Union Calera,0,2
20/7/2018,Universidad de Concepcion,Palestino,3,2
21/7/2018,Union Calera,Colo Colo,1,2
21/7/2018,Temuco,Antofagasta,1,1
21/7/2018,Universidad Catolica,Iquique,2,2
21/7/2018,Unión Española,Audax Italiano,2,4
22/7/2018,Curicó,San Luis,1,0
22/7/2018,Universidad de Chile,Huachipato,2,2
22/7/2018,Everton,O'Higgins,0,1
27/7/2018,Huachipato,Unión Española,1,1
28/7/2018,Palestino,Universidad Catolica,2,2
28/7/2018,Antofagasta,Universidad de Chile,4,0
28/7/2018,Audax Italiano,Universidad de Concepcion,4,1
29/7/2018,Iquique,Everton,1,1
29/7/2018,San Luis,Temuco,1,2
29/7/2018,Colo Colo,Curicó,2,0
29/7/2018,O'Higgins,Union Calera,2,3
3/8/2018,Union Calera,Palestino,1,1
4/8/2018,Temuco,Colo Colo,1,0
4/8/2018,Universidad Catolica,Everton,2,1
4/8/2018,Universidad de Concepcion,Huachipato,1,0
5/8/2018,San Luis,O'Higgins,2,0
5/8/2018,Antofagasta,Curicó,2,0
5/8/2018,Universidad de Chile,Audax Italiano,1,2
5/8/2018,Unión Española,Iquique,0,0
10/8/2018,Everton,Universidad de Concepcion,1,0
11/8/2018,Palestino,Temuco,1,1
11/8/2018,Union Calera,Universidad Catolica,2,2
11/8/2018,Unión Española,Universidad de Chile,1,4
11/8/2018,Curicó,Iquique,0,0
12/8/2018,O'Higgins,Antofagasta,0,3
12/8/2018,Colo Colo,San Luis,3,2
12/8/2018,Huachipato,Audax Italiano,1,0
17/8/2018,Audax Italiano,Palestino,3,1
18/8/2018,San Luis,Unión Española,0,2
18/8/2018,Antofagasta,Union Calera,0,2
18/8/2018,Universidad de Chile,O'Higgins,1,0
18/8/2018,Everton,Huachipato,0,0
19/8/2018,Iquique,Colo Colo,2,1
19/8/2018,Universidad de Concepcion,Temuco,0,0
19/8/2018,Universidad Catolica,Curicó,2,1
24/8/2018,Curicó,Universidad de Concepcion,1,0
25/8/2018,Colo Colo,Universidad de Chile,1,0
25/8/2018,Temuco,Everton,1,1
25/8/2018,Huachipato,Antofagasta,0,0
25/8/2018,O'Higgins,Unión Española,1,1
26/8/2018,Palestino,San Luis,0,1
26/8/2018,Union Calera,Iquique,1,0
26/8/2018,Audax Italiano,Universidad Catolica,0,0
31/8/2018,Universidad de Chile,Temuco,2,1
1/9/2018,Iquique,O'Higgins,3,1
1/9/2018,San Luis,Audax Italiano,0,0
1/9/2018,Unión Española,Universidad de Chile,1,1
1/9/2018,Universidad de Concepcion,Union Calera,2,1
2/9/2018,Everton,Colo Colo,4,2
2/9/2018,Antofagasta,Palestino,1,0
2/9/2018,Huachipato,Curicó,1,0
21/9/2018,Temuco,Huachipato,0,4
22/9/2018,Palestino,Unión Española,1,1
22/9/2018,Audax Italiano,Iquique,3,1
22/9/2018,Union Calera,Everton,0,4
22/9/2018,Universidad Catolica,San Luis,2,1
23/9/2018,Universidad de Concepcion,Universidad de Chile,3,1
23/9/2018,Curicó,O'Higgins,1,0
23/9/2018,Colo Colo,Antofagasta,3,4
28/9/2018,San Luis,Huachipato,2,4
29/9/2018,Iquique,Temuco,2,1
29/9/2018,Universidad de Chile,Union Calera,1,0
29/9/2018,O'Higgins,Palestino,2,2
29/9/2018,Everton,Audax Italiano,1,0
30/9/2018,Universidad Catolica,Colo Colo,1,0
30/9/2018,Antofagasta,Universidad de Concepcion,1,0
30/9/2018,Unión Española,Curicó,2,1
5/10/2018,Temuco,O'Higgins,0,1
6/10/2018,Palestino,Universidad de Chile,1,3
6/10/2018,Huachipato,Universidad Catolica,3,0
6/10/2018,Audax Italiano,Union Calera,4,0
7/10/2018,Curicó,Everton,3,1
7/10/2018,San Luis,Antofagasta,1,1
7/10/2018,Colo Colo,Unión Española,1,1
8/10/2018,Universidad de Concepcion,Iquique,3,0
19/10/2018,Unión Española,Temuco,2,1
20/10/2018,O'Higgins,Colo Colo,1,1
20/10/2018,Curicó,Palestino,0,0
20/10/2018,Union Calera,Huachipato,0,2
20/10/2018,Universidad Catolica,Universidad de Concepcion,1,0
21/10/2018,Iquique,San Luis,2,2
21/10/2018,Antofagasta,Audax Italiano,1,1
21/10/2018,Universidad de Chile,Everton,2,0
26/10/2018,Universidad de Concepcion,Unión Española,1,0
27/10/2018,Universidad de Chile,Universidad Catolica,2,0
27/10/2018,Union Calera,San Luis,0,1
27/10/2018,Huachipato,O'Higgins,0,1
28/10/2018,Palestino,Iquique,5,1
28/10/2018,Everton,Antofagasta,3,2
28/10/2018,Audax Italiano,Colo Colo,1,1
28/10/2018,Temuco,Curicó,1,2
2/11/2018,O'Higgins,Universidad de Concepcion,4,2
3/11/2018,Iquique,Huachipato,2,0
3/11/2018,Temuco,Audax Italiano,2,1
3/11/2018,Unión Española,Everton,2,2
4/11/2018,Antofagasta,Universidad Catolica,1,1
4/11/2018,Curicó,Union Calera,2,0
4/11/2018,Colo Colo,Palestino,0,0
10/11/2018,San Luis,Universidad de Chile,1,2
23/11/2018,Audax Italiano,Curicó,4,1
24/11/2018,Huachipato,Colo Colo,1,2
24/11/2018,Antofagasta,Unión Española,1,1
24/11/2018,Everton,Palestino,3,0
24/11/2018,Union Calera,Temuco,0,1
25/11/2018,Universidad de Chile,Iquique,0,0
25/11/2018,Universidad Catolica,O'Higgins,1,0
25/11/2018,Universidad de Concepcion,San Luis,2,0
28/11/2018,San Luis,Everton,1,2
29/11/2018,Unión Española,Union Calera,1,1
29/11/2018,O'Higgins,Audax Italiano,4,0
2/12/2018,Iquique,Antofagasta,0,2
2/12/2018,Curicó,Universidad de Chile,1,2
2/12/2018,Temuco,Universidad Catolica,1,2
2/12/2018,Palestino,Huachipato,3,0
2/12/2018,Colo Colo,Universidad de Concepcion,0,2
15/2/2019,Union Calera,Palestino,2,0
15/2/2019,Coquimbo,Universidad Catolica,1,2
16/2/2019,Iquique,Curicó,0,0
16/2/2019,Universidad de Chile,Cobresal,1,1
16/2/2019,Universidad de Concepcion,Everton,0,0
17/2/2019,Huachipato,O'Higgins,2,1
17/2/2019,Unión Española,Colo Colo,1,3
17/2/2019,Audax Italiano,Antofagasta,0,3
22/2/2019,Antofagasta,Unión Española,1,2
22/2/2019,Colo Colo,Universidad de Concepcion,1,0
23/2/2019,Everton,Union Calera,1,2
23/2/2019,O'Higgins,Universidad de Chile,1,0
23/2/2019,Curicó,Coquimbo,0,0
24/2/2019,Cobresal,Audax Italiano,1,2
24/2/2019,Palestino,Huachipato,3,1
24/2/2019,Universidad Catolica,Iquique,0,1
1/3/2019,Audax Italiano,Universidad Catolica,0,2
2/3/2019,Iquique,O'Higgins,1,3
2/3/2019,Unión Española,Palestino,1,0
2/3/2019,Universidad de Chile,Huachipato,3,0
3/3/2019,Coquimbo,Everton,4,0
3/3/2019,Curicó,Colo Colo,3,4
3/3/2019,Union Calera,Cobresal,2,1
25/3/2019,Universidad de Concepcion,Antofagasta,1,1
8/3/2019,O'Higgins,Coquimbo,2,0
9/3/2019,Huachipato,Audax Italiano,2,0
9/3/2019,Palestino,Universidad de Concepcion,4,1
9/3/2019,Universidad Catolica,Union Calera,1,0
10/3/2019,Everton,Iquique,2,0
10/3/2019,Universidad de Chile,Unión Española,1,2
10/3/2019,Cobresal,Colo Colo,0,0
10/3/2019,Antofagasta,Curicó,1,1
15/3/2019,Curicó,Cobresal,3,1
15/3/2019,Unión Española,Huachipato,2,1
16/3/2019,Universidad de Concepcion,Universidad de Chile,2,1
16/3/2019,Audax Italiano,O'Higgins,2,2
17/3/2019,Colo Colo,Universidad Catolica,2,3
17/3/2019,Iquique,Palestino,3,3
17/3/2019,Coquimbo,Union Calera,1,1
17/3/2019,Everton,Antofagasta,1,0
27/3/2019,Palestino,Audax Italiano,1,2
29/3/2019,Union Calera,Universidad de Concepcion,3,1
30/3/2019,Colo Colo,Iquique,2,0
30/3/2019,O'Higgins,Unión Española,0,2
31/3/2019,Antofagasta,Universidad de Chile,3,1
31/3/2019,Universidad Catolica,Curicó,0,0
31/3/2019,Huachipato,Coquimbo,0,0
13/6/2019,Everton,Cobresal,2,1
5/4/2019,Palestino,O'Higgins,1,1
5/4/2019,Huachipato,Cobresal,3,1
6/4/2019,Coquimbo,Colo Colo,2,0
6/4/2019,Universidad de Concepcion,Audax Italiano,1,0
7/4/2019,Iquique,Antofagasta,2,0
7/4/2019,Everton,Universidad Catolica,1,2
7/4/2019,Universidad de Chile,Union Calera,1,1
7/4/2019,Unión Española,Curicó,2,1
12/4/2019,Curicó,Everton,2,2
13/4/2019,Iquique,Unión Española,3,2
13/4/2019,Colo Colo,O'Higgins,3,2
13/4/2019,Audax Italiano,Coquimbo,2,0
13/4/2019,Union Calera,Huachipato,2,1
14/4/2019,Universidad Catolica,Universidad de Chile,4,0
14/4/2019,Antofagasta,Palestino,0,1
14/4/2019,Cobresal,Universidad de Concepcion,1,0
19/4/2019,Universidad de Concepcion,Iquique,1,0
19/4/2019,O'Higgins,Cobresal,2,0
19/4/2019,Palestino,Universidad Catolica,1,2
19/4/2019,Huachipato,Colo Colo,1,1
20/4/2019,Audax Italiano,Union Calera,1,1
21/4/2019,Universidad de Chile,Curicó,3,3
21/4/2019,Antofagasta,Coquimbo,0,1
21/4/2019,Unión Española,Everton,0,4
26/4/2019,Colo Colo,Antofagasta,1,0
27/4/2019,Iquique,Cobresal,0,1
27/4/2019,Everton,Universidad de Chile,1,1
27/4/2019,Curicó,Huachipato,4,2
28/4/2019,Union Calera,O'Higgins,2,0
28/4/2019,Universidad Catolica,Universidad de Concepcion,3,1
28/4/2019,Unión Española,Audax Italiano,0,2
28/4/2019,Coquimbo,Palestino,2,2
3/5/2019,Palestino,Everton,1,0
3/5/2019,Universidad de Concepcion,Curicó,1,2
4/5/2019,O'Higgins,Universidad Catolica,1,0
4/5/2019,Huachipato,Iquique,1,1
4/5/2019,Coquimbo,Unión Española,2,0
5/5/2019,Cobresal,Antofagasta,2,2
5/5/2019,Union Calera,Colo Colo,1,1
5/5/2019,Audax Italiano,Universidad de Chile,3,1
10/5/2019,Antofagasta,Huachipato,0,1
11/5/2019,Iquique,Union Calera,1,0
11/5/2019,Curicó,O'Higgins,2,1
11/5/2019,Colo Colo,Palestino,2,1
12/5/2019,Everton,Audax Italiano,0,2
12/5/2019,Cobresal,Universidad Catolica,0,2
12/5/2019,Unión Española,Universidad de Concepcion,1,0
12/5/2019,Universidad de Chile,Coquimbo,1,1
17/5/2019,Palestino,Cobresal,3,0
17/5/2019,Union Calera,Unión Española,1,2
17/5/2019,Universidad Catolica,Antofagasta,5,1
18/5/2019,Universidad de Chile,Colo Colo,1,1
18/5/2019,O'Higgins,Everton,2,1
19/5/2019,Huachipato,Universidad de Concepcion,1,0
19/5/2019,Coquimbo,Iquique,1,1
19/5/2019,Audax Italiano,Curicó,3,1
24/5/2019,Cobresal,Coquimbo,4,1
24/5/2019,Everton,Huachipato,0,0
25/5/2019,Antofagasta,Union Calera,1,1
25/5/2019,Colo Colo,Audax Italiano,3,0
26/5/2019,Iquique,Universidad de Chile,2,4
26/5/2019,Curicó,Palestino,1,1
26/5/2019,Universidad de Concepcion,O'Higgins,1,1
11/6/2019,Universidad Catolica,Unión Española,0,0
26/7/2019,Coquimbo,Universidad de Concepcion,2,2
27/7/2019,Unión Española,Cobresal,1,3
27/7/2019,Palestino,Universidad de Chile,1,1
27/7/2019,Audax Italiano,Iquique,3,1
28/7/2019,O'Higgins,Antofagasta,3,6
28/07/2019,Huachipato,Universidad Catolica,0,1
28/7/2019,Colo Colo,Everton,0,0
28/7/2019,Union Calera,Curicó,2,0
2/8/2019,Unión Española,Union Calera,1,1
3/8/2019,Iquique,Coquimbo,0,1
3/8/2019,Cobresal,O'Higgins,2,1
3/8/2019,Huachipato,Palestino,0,2
3/8/2019,Universidad de Chile,Audax Italiano,1,1
4/8/2019,Universidad de Concepcion,Universidad Catolica,0,3
4/8/2019,Antofagasta,Everton,1,1
4/8/2019,Colo Colo,Curicó,0,1
9/8/2019,Curicó,Universidad de Concepcion,2,4
10/8/2019,Cobresal,Iquique,0,1
10/8/2019,Universidad de Chile,Antofagasta,1,0
10/8/2019,Everton,Unión Española,1,0
10/8/2019,Audax Italiano,Huachipato,0,1
11/8/2019,Palestino,Union Calera,1,1
11/8/2019,O'Higgins,Colo Colo,1,0
11/8/2019,Universidad Catolica,Coquimbo,1,1
16/8/2019,Colo Colo,Unión Española,1,0
17/8/2019,O'Higgins,Iquique,4,1
17/8/2019,Coquimbo,Curicó,2,1
17/8/2019,Universidad Catolica,Everton,1,0
17/8/2019,Universidad de Concepcion,Huachipato,1,1
18/8/2019,Union Calera,Universidad de Chile,0,0
18/8/2019,Antofagasta,Cobresal,2,0
18/8/2019,Audax Italiano,Palestino,2,3
23/8/2019,Unión Española,O'Higgins,0,1
24/8/2019,Cobresal,Union Calera,1,0
24/8/2019,Palestino,Colo Colo,2,2
24/8/2019,Everton,Coquimbo,0,2
24/8/2019,Curicó,Audax Italiano,2,2
25/8/2019,Iquique,Universidad de Concepcion,2,2
25/8/2019,Universidad de Chile,Universidad Catolica,1,1
25/8/2019,Huachipato,Audax Italiano,4,3
30/8/2019,Union Calera,Everton,0,0
31/8/2019,Curicó,Iquique,1,2
31/8/2019,Coquimbo,Universidad de Chile,2,2
31/8/2019,Audax Italiano,Unión Española,3,2
1/9/2019,Universidad de Concepcion,Palestino,0,0
1/9/2019,Antofagasta,Universidad Catolica,1,2
1/9/2019,O'Higgins,Huachipato,0,3
1/9/2019,Colo Colo,Cobresal,0,2
13/9/2019,Huachipato,Curicó,2,0
14/9/2019,Palestino,Coquimbo,2,0
14/9/2019,Iquique,Audax Italiano,1,3
14/9/2019,Unión Española,Universidad de Chile,1,1
15/9/2019,Universidad de Concepcion,Colo Colo,3,1
15/9/2019,Cobresal,Everton,2,1
15/9/2019,Universidad Catolica,O'Higgins,0,0
15/9/2019,Union Calera,Antofagasta,2,3
27/9/2019,Everton,Universidad de Concepcion,1,0
28/9/2019,Coquimbo,Antofagasta,1,1
28/9/2019,Universidad de Chile,Palestino,2,3
28/9/2019,Curicó,Universidad Catolica,1,4
28/9/2019,Unión Española,Iquique,4,0
29/9/2019,Audax Italiano,Colo Colo,2,4
29/9/2019,Cobresal,Huachipato,1,1
29/9/2019,O'Higgins,Union Calera,3,1
4/10/2019,Huachipato,Union Calera,1,2
5/10/2019,Antofagasta,O'Higgins,3,1
5/10/2019,Colo Colo,Universidad de Chile,3,2
5/10/2019,Universidad de Concepcion,Unión Española,1,1
6/10/2019,Iquique,Everton,0,0
6/10/2019,Palestino,Curicó,4,2
6/10/2019,Universidad Catolica,Cobresal,5,0
6/10/2019,Coquimbo,Audax Italiano,1,0
13/10/2019,O'Higgins,Universidad de Concepcion,1,2
15/10/2019,Cobresal,Palestino,3,2
15/10/2019,Unión Española,Coquimbo,3,1
15/10/2019,Antofagasta,Audax Italiano,1,0
16/10/2019,Union Calera,Universidad Catolica,1,0
16/10/2019,Colo Colo,Huachipato,2,2
17/10/2019,Everton,Curicó,2,1
17/10/2019,Universidad de Chile,Iquique,2,1
22/11/2019,Union Calera,Iquique,0,0
22/11/2019,Cobresal,Unión Española,3,2
24/1/2020,Everton,Universidad de Concepcion,2,1
24/1/2020,O'Higgins,Union Calera,1,2
25/1/2020,Antofagasta,Coquimbo,2,1
25/1/2020,Audax Italiano,Cobresal,4,1
26/1/2020,Wanderers,Universidad Catolica,0,3
26/1/2020,Huachipato,Universidad de Chile,2,1
26/1/2020,Unión Española,Iquique,3,2
28/1/2020,Curicó,La Serena,1,0
28/1/2020,Colo Colo,Palestino,3,0
31/1/2020,Coquimbo,Audax Italiano,0,0
31/1/2020,Union Calera,Unión Española,1,0
1/2/2020,Universidad de Concepcion,Wanderers,0,2
1/2/2020,Palestino,Huachipato,1,0
1/2/2020,Universidad de Chile,Curicó,5,1
2/2/2020,Cobresal,Colo Colo,2,1
2/2/2020,Universidad Catolica,O'Higgins,3,2
2/2/2020,Iquique,Everton,2,2
3/2/2020,La Serena,Antofagasta,0,1
7/2/2020,La Serena,Cobresal,1,2
8/2/2020,Huachipato,Universidad de Concepcion,1,1
8/2/2020,Universidad de Chile,Union Calera,3,0
8/2/2020,Curicó,Iquique,1,0
9/2/2020,Antofagasta,Universidad Catolica,2,3
9/2/2020,Audax Italiano,Colo Colo,2,1
9/2/2020,Unión Española,Palestino,1,1
10/2/2020,O'Higgins,Wanderers,2,1
10/2/2020,Everton,Coquimbo,1,0
14/2/2020,Union Calera,La Serena,2,1
15/2/2020,Wanderers,Universidad de Chile,1,1
15/2/2020,Palestino,O'Higgins,0,0
15/2/2020,Iquique,Antofagasta,0,4
16/2/2020,Cobresal,Everton,1,1
16/2/2020,Colo Colo,Universidad Catolica,0,2
16/2/2020,Universidad de Concepcion,Curicó,1,2
17/2/2020,Unión Española,Audax Italiano,1,2
29/8/2020,Coquimbo,Huachipato,1,2
21/2/2020,Antofagasta,Universidad de Concepcion,1,1
21/2/2020,Universidad Catolica,Iquique,3,1
22/2/2020,Huachipato,Cobresal,1,0
22/2/2020,Everton,Union Calera,0,1
23/2/2020,La Serena,Wanderers,3,0
23/2/2020,Universidad de Chile,Coquimbo,1,1
23/2/2020,Audax Italiano,Palestino,0,1
24/2/2020,Curicó,Colo Colo,1,0
24/2/2020,O'Higgins,Unión Española,1,3
28/2/2020,Union Calera,Universidad Catolica,1,1
29/2/2020,Cobresal,Iquique,1,1
29/2/2020,Colo Colo,Universidad de Concepcion,2,2
29/2/2020,Unión Española,Everton,2,0
1/3/2020,Coquimbo,La Serena,2,1
1/3/2020,O'Higgins,Universidad de Chile,2,3
1/3/2020,Palestino,Antofagasta,2,2
2/3/2020,Curicó,Huachipato,1,0
3/3/2020,Wanderers,Audax Italiano,3,3
5/3/2020,Universidad de Chile,Everton,0,0
5/3/2020,Universidad de Concepcion,Cobresal,2,2
7/3/2020,La Serena,Colo Colo,1,2
7/3/2020,Antofagasta,Curicó,0,0
7/3/2020,Iquique,O'Higgins,1,0
9/3/2020,Union Calera,Coquimbo,2,0
10/3/2020,Wanderers,Palestino,1,2
10/3/2020,Huachipato,Audax Italiano,2,1
29/8/2020,Universidad Catolica,Unión Española,0,1
14/3/2020,Cobresal,Universidad Catolica,0,1
14/3/2020,Everton,La Serena,0,0
15/3/2020,Coquimbo,Iquique,0,3
15/3/2020,Unión Española,Huachipato,4,4
15/3/2020,Audax Italiano,Universidad de Concepcion,1,1
29/8/2020,Colo Colo,Wanderers,2,3
30/8/2020,O'Higgins,Antofagasta,0,1
30/8/2020,Palestino,Universidad de Chile,2,2
30/8/2020,Curicó,Union Calera,0,2
3/9/2020,Universidad de Concepcion,Unión Española,2,3
3/9/2020,Palestino,Everton,1,0
4/9/2020,Union Calera,Cobresal,2,2
4/9/2020,La Serena,O'Higgins,1,1
5/9/2020,Iquique,Huachipato,1,0
5/9/2020,Universidad Catolica,Coquimbo,4,1
5/9/2020,Wanderers,Curicó,2,0
6/9/2020,Antofagasta,Audax Italiano,2,2
6/9/2020,Universidad de Chile,Colo Colo,1,1
8/9/2020,Universidad de Concepcion,Union Calera,2,1
8/9/2020,Unión Española,Wanderers,2,1
9/9/2020,Huachipato,Universidad Catolica,1,3
9/9/2020,Cobresal,Curicó,4,0
9/9/2020,Colo Colo,O'Higgins,0,1
9/9/2020,Coquimbo,Palestino,1,0
10/9/2020,Audax Italiano,La Serena,2,1
10/9/2020,Iquique,Universidad de Chile,0,2
10/9/2020,Everton,Antofagasta,0,0
12/9/2020,Union Calera,Colo Colo,0,0
13/9/2020,Wanderers,Huachipato,3,2
13/9/2020,Universidad Catolica,Audax Italiano,3,0
13/9/2020,O'Higgins,Everton,1,2
14/9/2020,Universidad de Chile,Cobresal,2,1
15/9/2020,La Serena,Universidad de Concepcion,0,1
15/9/2020,Curicó,Coquimbo,2,1
16/9/2020,Palestino,Iquique,2,0
17/9/2020,Antofagasta,Unión Española,2,0
24/9/2020,Iquique,Union Calera,0,3
24/9/2020,Universidad de Concepcion,O'Higgins,1,4
24/9/2020,Cobresal,Palestino,2,1
25/9/2020,Coquimbo,Wanderers,2,1
25/9/2020,Huachipato,La Serena,1,1
26/9/2020,Everton,Universidad Catolica,2,2
26/9/2020,Audax Italiano,Curicó,0,0
27/9/2020,Unión Española,Universidad de Chile,3,1
10/11/2020,Colo Colo,Antofagasta,1,0
1/10/2020,Palestino,Universidad de Concepcion,0,1
2/10/2020,Wanderers,Iquique,3,1
2/10/2020,O'Higgins,Coquimbo,1,4
3/10/2020,La Serena,Unión Española,0,2
3/10/2020,Antofagasta,Cobresal,2,1
3/10/2020,Curicó,Everton,1,3
3/10/2020,Colo Colo,Huachipato,0,1
4/10/2020,Universidad Catolica,Universidad de Chile,3,0
4/10/2020,Union Calera,Audax Italiano,3,2
8/10/2020,O'Higgins,Cobresal,0,2
9/10/2020,Unión Española,Curicó,2,1
9/10/2020,Coquimbo,Colo Colo,2,2
10/10/2020,Iquique,Audax Italiano,2,1
10/10/2020,Huachipato,Antofagasta,0,0
10/10/2020,Everton,Wanderers,2,2
10/10/2020,Universidad Catolica,Universidad de Concepcion,1,1
11/10/2020,Union Calera,Palestino,1,0
11/10/2020,Universidad de Chile,La Serena,3,0
14/10/2020,La Serena,Palestino,4,2
14/10/2020,Cobresal,Coquimbo,0,1
14/10/2020,Huachipato,Everton,1,0
14/10/2020,Colo Colo,Unión Española,3,5
15/10/2020,Universidad de Concepcion,Iquique,1,1
15/10/2020,Wanderers,Union Calera,0,3
15/10/2020,Antofagasta,Universidad de Chile,1,0
15/10/2020,Audax Italiano,O'Higgins,2,1
15/10/2020,Curicó,Universidad Catolica,3,2
20/10/2020,Iquique,La Serena,2,0
20/10/2020,Union Calera,Huachipato,3,0
20/10/2020,O'Higgins,Curicó,2,2
21/10/2020,Wanderers,Antofagasta,2,1
21/10/2020,Coquimbo,Universidad de Concepcion,0,2
21/10/2020,Universidad de Chile,Audax Italiano,2,2
21/10/2020,Unión Española,Cobresal,1,0
28/10/2020,Everton,Colo Colo,1,1
8/11/2020,Palestino,Universidad Catolica,1,4
29/10/2020,Cobresal,Wanderers,1,0
29/10/2020,Universidad de Concepcion,Universidad de Chile,1,0
30/10/2020,Antofagasta,Union Calera,3,1
31/10/2020,Colo Colo,Iquique,0,2
31/10/2020,Huachipato,O'Higgins,2,0
31/10/2020,Curicó,Palestino,1,0
31/10/2020,Audax Italiano,Everton,1,2
1/11/2020,Coquimbo,Unión Española,1,1
1/11/2020,Universidad Catolica,La Serena,3,0
13/11/2020,Everton,O'Higgins,0,1
14/11/2020,Palestino,Colo Colo,3,1
14/11/2020,Iquique,Curicó,1,2
14/11/2020,Unión Española,Union Calera,3,2
14/11/2020,Audax Italiano,Coquimbo,2,0
15/11/2020,Universidad de Concepcion,Antofagasta,2,0
15/11/2020,La Serena,Huachipato,1,0
15/11/2020,Universidad de Chile,Wanderers,3,0
15/11/2020,Universidad Catolica,Cobresal,2,1
17/11/2020,O'Higgins,Palestino,1,0
18/11/2020,Curicó,Universidad de Concepcion,2,2
18/11/2020,Cobresal,La Serena,1,2
18/11/2020,Union Calera,Universidad de Chile,1,0
18/11/2020,Coquimbo,Universidad Catolica,2,1
19/11/2020,Antofagasta,Everton,1,1
19/11/2020,Huachipato,Iquique,1,1
19/11/2020,Colo Colo,Audax Italiano,1,0
19/11/2020,Wanderers,Unión Española,1,0
21/11/2020,Coquimbo,Union Calera,1,2
22/11/2020,Palestino,La Serena,1,3
22/11/2020,Everton,Universidad de Chile,1,1
22/11/2020,Universidad Catolica,Antofagasta,5,3
23/11/2020,Iquique,Cobresal,0,0
23/11/2020,Universidad de Concepcion,Huachipato,0,1
23/11/2020,Unión Española,O'Higgins,0,2
24/11/2020,Audax Italiano,Wanderers,1,1
25/11/2020,Colo Colo,Curicó,0,2
2/12/2020,Antofagasta,Palestino,1,1
3/12/2020,Curicó,Audax Italiano,4,1
